obs shape -  (4, 84, 84)
global_step=282, episodic_return=[-21.]
global_step=238993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=239246, episodic_return=[-21.]
global_step=239495, episodic_return=[-21.]
global_step=239744, episodic_return=[-21.]
global_step=239994, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=240248, episodic_return=[-21.]
global_step=240492, episodic_return=[-21.]
global_step=240746, episodic_return=[-21.]
global_step=240991, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=241252, episodic_return=[-21.]
global_step=241507, episodic_return=[-21.]
global_step=241757, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=242240, episodic_return=[-21.]
global_step=242489, episodic_return=[-21.]
global_step=242738, episodic_return=[-21.]
global_step=242985, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=243248, episodic_return=[-21.]
global_step=243490, episodic_return=[-21.]
global_step=243738, episodic_return=[-21.]
global_step=243987, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=244246, episodic_return=[-21.]
global_step=244500, episodic_return=[-21.]
global_step=244749, episodic_return=[-21.]
global_step=244999, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=245250, episodic_return=[-21.]
global_step=245503, episodic_return=[-21.]
global_step=245758, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=246243, episodic_return=[-21.]
global_step=246489, episodic_return=[-21.]
global_step=246736, episodic_return=[-21.]
global_step=246980, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=247246, episodic_return=[-21.]
global_step=247492, episodic_return=[-21.]
global_step=247743, episodic_return=[-21.]
global_step=247993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=248248, episodic_return=[-21.]
global_step=248497, episodic_return=[-21.]
global_step=248748, episodic_return=[-21.]
global_step=248996, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=249250, episodic_return=[-21.]
global_step=249499, episodic_return=[-21.]
global_step=249749, episodic_return=[-21.]
global_step=249998, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=250253, episodic_return=[-21.]
global_step=250500, episodic_return=[-21.]
global_step=250746, episodic_return=[-21.]
global_step=250997, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=251252, episodic_return=[-21.]
global_step=251508, episodic_return=[-21.]
global_step=251760, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=252247, episodic_return=[-21.]
global_step=252493, episodic_return=[-21.]
global_step=252740, episodic_return=[-21.]
global_step=252996, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=253254, episodic_return=[-21.]
global_step=253503, episodic_return=[-21.]
global_step=253752, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=254246, episodic_return=[-21.]
global_step=254492, episodic_return=[-21.]
global_step=254738, episodic_return=[-21.]
global_step=254985, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=255247, episodic_return=[-21.]
global_step=255498, episodic_return=[-21.]
global_step=255747, episodic_return=[-21.]
global_step=255999, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=256245, episodic_return=[-21.]
global_step=256497, episodic_return=[-21.]
global_step=256747, episodic_return=[-21.]
global_step=256998, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=257250, episodic_return=[-21.]
global_step=257499, episodic_return=[-21.]
global_step=257748, episodic_return=[-21.]
global_step=257996, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=258253, episodic_return=[-21.]
global_step=258500, episodic_return=[-21.]
global_step=258754, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=259245, episodic_return=[-21.]
global_step=259494, episodic_return=[-21.]
global_step=259745, episodic_return=[-21.]
global_step=259993, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=260252, episodic_return=[-21.]
global_step=260500, episodic_return=[-21.]
global_step=260751, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=261251, episodic_return=[-21.]
global_step=261498, episodic_return=[-21.]
global_step=261745, episodic_return=[-21.]
global_step=261992, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=262246, episodic_return=[-21.]
global_step=262493, episodic_return=[-21.]
global_step=262737, episodic_return=[-21.]
global_step=262990, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=263246, episodic_return=[-21.]
global_step=263493, episodic_return=[-21.]
global_step=263738, episodic_return=[-21.]
global_step=263989, episodic_return=[-21.]
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
***********: (80, 80)
global_step=264244, episodic_return=[-21.]
global_step=264493, episodic_return=[-21.]
